F_st_norm,S_st_norm
0.0019102380135411156,0.9997547443513017
0.003411122375930632,0.9995341858613165
0.003866474075159691,0.9993245527862055
0.0041502702509759876,0.9992518569528842
0.004246955381585897,0.9988901667153635
0.00666815439625206,0.998582855207147
0.007389153650118955,0.99843466944134
0.009179322494286568,0.9980079787912829
0.009685018274006104,0.997776735768607
0.01013083888455756,0.9976242639661932
0.01131188667606351,0.9968968103678105
0.011382185427757907,0.9968743919479077
0.01456404071967683,0.9966534305401088
0.01473440890321891,0.9964533230557611
0.017664639277263347,0.9950805416281296
0.017877539922773272,0.9949437437940832
0.021070984216933472,0.9946941028393987
0.03193507232905508,0.9913497130101554
0.03624456851498192,0.9901179896685177
0.0385686791023341,0.9894797280165836
0.04412947150809771,0.98804878229403
0.04511611399709815,0.9877398781696243
0.04513257439051157,0.9874266110758826
0.04925238120470367,0.9863433675377437
0.05220740105439152,0.985426221616539
0.052310686698788446,0.9852271002524106
0.05374725201789053,0.9851473876736402
0.055102746007322824,0.9848342519006817
0.05627717714573402,0.9845596544481107
0.05689376775241374,0.9843301367457711
0.05716718270948866,0.9835922144091059
0.06121857354445471,0.982835425169581
0.061366559613054164,0.9827893819790214
0.06428863670641538,0.9811679060310152
0.06477991352916032,0.9811640473291184
0.06595406449571788,0.9810067739425203
0.06790276422560418,0.980206384985993
0.06969136759867452,0.9797327727195373
0.06981763155588426,0.979182305753844
0.07443118776740874,0.9780038028340587
0.07611615640194497,0.9776506515470207
0.07663850231822329,0.9768471565739159
0.0786343059576053,0.9768010339127251
0.08076506665904427,0.9753980875639446
0.08491334965716983,0.9743992081405546
0.08790369090943002,0.9733354364670641
0.08925927067404489,0.9723886237294171
0.09011671472896753,0.9720635147628486
0.090707272913158,0.9720162511226633
0.09584541124984487,0.9705972562986748
0.0958570554491259,0.9699906014961974
0.10059499014665052,0.969092781447916
0.1031869892573298,0.9673032957096659
0.10875055232143316,0.9648257687559417
0.10888893765409315,0.9644678549205513
0.11607084334115987,0.9633137277145336
0.11729135185014451,0.9627721293196382
0.12635806256006799,0.959182824326101
0.12706083812903354,0.95793895998774
0.12787677474642706,0.9569516395236055
0.13858723742279994,0.9538072468008122
0.14101955122418258,0.9532526044988485
0.143521143740368,0.9518102811469575
0.14722478975941586,0.9497905913549214
0.14730196148389266,0.949566724476742
0.1491779799062699,0.9486574329487869
0.15100795966660152,0.9482684512663007
0.15276032552641808,0.9478052604593166
0.16052201766614058,0.9446606813672073
0.1613319281347626,0.9436898982830966
0.16462435348233703,0.9430086220928012
0.16668326277146497,0.9419264393453417
0.16762928808871036,0.9408959885095005
0.16856252640931962,0.9403757702156949
0.17034944427614035,0.9403120052045586
0.17102721882762373,0.9397030977287659
0.17283268542014502,0.9385556139054914
0.17313172618176936,0.9380470273587792
0.17314283911998093,0.9379753697350582
0.17714490250660705,0.9374822032625827
0.17842143328563018,0.9364669276611253
0.18366202498022627,0.9344262692460272
0.18681705197909454,0.931733804572111
0.1911711512978938,0.9296638573734314
0.1991465173313278,0.9275574557936571
0.1998340382710685,0.927309097591992
0.20319609262322777,0.9243858801575771
0.20745004139990958,0.9234901107178325
0.21369007523499928,0.9207783749594947
0.2148446100534713,0.9195290713216747
0.21970159901146574,0.9185051087757715
0.22412490317319397,0.9155362589943508
0.22472077796874473,0.9152506879327852
0.2340809664919303,0.91233493362839
0.235976694235391,0.9110898338574254
0.23875366176912155,0.9078058152777949
0.24258316758325593,0.9063352049059971
0.24569864186451829,0.9052199807656494
0.24870244408513603,0.9043347980089842
0.2487052845729312,0.9023012758131127
0.2521989313476251,0.9017582827583189
0.25430530018416925,0.9016534526705553
0.2577830782654179,0.8997659880803499
0.2639255673619761,0.8961046778330403
0.27122897261201023,0.8940653729305581
0.2767846110786412,0.8883247028772117
0.2773819973704642,0.8882223608166928
0.2806457587912926,0.8873776681928283
0.2845540552596111,0.8870103949575959
0.28582723228896934,0.8849579621268752
0.2948965907183713,0.8812573143855434
0.30187935747282224,0.8783472593646591
0.30202244062318223,0.8759747244563172
0.30414931872795087,0.8754368781038613
0.3071546884427729,0.8742139851500904
0.32530140261703083,0.8652353280894945
0.3254244592360331,0.8634017960052425
0.3255491888734387,0.8619533240209177
0.3257690034473121,0.8602126818703395
0.3339668311781733,0.8598742863151045
0.33667863876969006,0.8588711797156926
0.3414526474314348,0.8548414831814689
0.3490299444541217,0.852418950944146
0.3565774053778011,0.8470429477587452
0.3575505844654016,0.8466957883835432
0.3672046893757703,0.8424076159770313
0.3674616347993911,0.8421865351422605
0.3841998031211231,0.8307902119057773
0.39941379270747507,0.8226554747145469
0.4088797885166326,0.8184759305989155
0.41396067240483025,0.8142912561472878
0.4252376338884574,0.8098081611624992
0.43016380935995546,0.8068401536002209
0.43617912751727606,0.7992224058164367
0.44050262717169153,0.7969346497304555
0.4536642828020423,0.7922940013006355
0.4652706725777099,0.785142391898412
0.4666069024548597,0.7804838177526201
0.47826582897945047,0.7739522449960423
0.48606586329760226,0.7644159091491565
0.503979188741916,0.7579986894031887
0.5200618116149311,0.7454503719990074
0.5219834173946623,0.7440157847419275
0.5262439402974388,0.7396783116759047
0.5353119413814541,0.7387954444004085
0.5372345969829186,0.7280341459881585
0.5407035514594285,0.727586182026483
0.5560441315886384,0.7230219590889688
0.5584468251333778,0.7189636827712975
0.5591766837854155,0.7176625116365698
0.576963852702159,0.7036452106604373
0.5780968054856789,0.7031309003145044
0.581259530896378,0.6957756208595773
0.6201360726911727,0.668242322020928
0.6304659207524111,0.6545538863807173
